,processed_text
242,importance long term health outcome symptom burden covid- remain largely unclear objective evaluate health outcome covid- survivor  year hospital discharge identify associated risk factor design setting participant retrospective multicenter cohort study conduct  designate hospital huoshenshan hospital taikang tongji hospital wuhan china adult patient covid- discharge february  april screen eligibility consecutive sample  discharge patient  exclude decline participate  unable contact remain  patient enrol patient interview telephone march  march statistical analysis perform march  april exposure covid- main outcomes measures patient participate telephone interview series questionnaire evaluation symptom chronic obstructive pulmonary disease copd assessment test cat logistic regression model evaluate risk factor fatigue dyspnea symptom burden high cat score result  patient follow  .% man  .% categorize severe disease group define world health organization guideline median iqr age year total  patient .% report  symptom common symptom include fatigue sweating chest tightness anxiety myalgia old age odd ratio ci p female sex ci p severe disease hospital stay ci p associate high risk fatigue old age ci p severe disease ci p associate high risk have  symptom median iqr cat score  total  patient .% cat score severe disease ci p coexist cerebrovascular disease ci p independent risk factor cat score conclusion relevance study find patient covid- severe disease hospitalization postinfection symptom high cat score
243,purpose literature scarce cancer care utilization massive outbreak coronavirus disease  covid- republic korea investigate functional impairment mental health relationship depression anxiety viral epidemic disruption healthcare service utilization cancer patient covid- pandemic era materials method online survey question relate disturbance face patient cancer utilize healthcare service pandemic era current mental health status assess work social adjustment scale wsas stress anxiety viral epidemics  save- scale patient health questionnaire  phq- insomnia severity index isi brief resilience scale brs cancer relate dysfunctional beliefs sleep scale c dbs fear covid- cancer fcc result  responder  .% report disturbance utilize hospital care covid- pandemic logistic regression analysis reveal functional impairment mental health patient expect disturbance healthcare service utilization high level depression anxiety viral epidemic fear covid cancer low resilience mediation analysis show patient resilience cancer relate dysfunctional belief sleep partially mediate effect anxiety functional impairment conclusion pandemic era patient cancer experience depression anxiety viral epidemic disruption healthcare service utilization influence functional impairment mental health
244,severe acute respiratory syndrome coronavirus- causative virus coronavirus disease- covid- penetrate host tissue binding spike protein angiotensin convert enzyme- ace- receptor activation host protease enzyme prominent effect observe virus bind ace- receptor alveolar epithelium endothelium testosterone exhibit immunosuppressive effect androgen play modulatory role protease enzyme know comorbiditie include obesity pregnancy diabetes mellitus type  type hypertension cancer chronic kidney liver lung disease cerebrovascular disease heart condition human immunodeficiency virus infection immunologic disease immune suppression affect severity covid- infection polycystic ovary syndrome pcos affect reproductive age woman hirsutism observe -% patient increase testosterone level detect woman pcos syndrome associate hyperandrogenism insulin resistance increase renin angiotensin system activity diabetes metabolic syndrome remarkable number case pcos manifest chronic pro inflammatory state hyperandrogenism hyperinsulinemia cause adipocyte hypertrophy dysfunction result increase secretion pro inflammatory adipokine culminate creation chronic inflammatory state light metabolic hormonal change observe woman pcos susceptible severe covid- infection health care giver provide special care detailed counseling service
245,background conflicting evidence emerge relevance smoking risk covid- severity method undertake large scale observational mendelian randomisation mr analysis uk biobank recent smoking status determine primary care record uk biobank questionnaire datum .% covid- outcome derive public health england sars cov- testing datum hospital admission datum death certificate  august logistic regression estimate association smoking status confirm sars cov- infection covid relate hospitalisation covid relate death inverse variance weighted mr analysis establish genetic instrument smoking initiation smoking heaviness undertake report sd increase result  eligible participant  confirm infection  covid relate hospitalisation  covid relate death compare smoker current smoker high risk hospitalisation ci mortality smoking -/day ci -/day ci ci mr analysis  white british participant genetically predict propensity initiate smoking associate high risk infection ci hospitalisation ci genetically predict high number cigarette smoke day associate high risk outcome infection ci hospitalisation ci death ci interpretation congruent result analytical approach support causal effect smoke risk severe covid-
246,healthcare worker hcw frontline fight infectious disease include sars cov- covid- coronavirus neutralize antibody nabs recently report certain period factor affect nabs existence remain unclear retrospectively analyze factor correlate nabs sars cov- long term convalescence hcw taiwan thirty sars cov- convalescent patient recruit august  march blood sample collect determine anti nucleocapsid n anti spike s antibody existence status neutralization ability neutralization ability measure sars cov- pseudotyped virus statistical analysis factor associate anti sars cov- antibody existence status determine sas software .% sars cov- convalescent patient present anti n antibody year post infection participant participant co present anti s antibody participant anti s antibody display neutralization ability sars cov- gender age disease severity participant affect anti n antibody existence status anti s antibody significantly reduce participant old age year p year post sars cov- infection study suggest age important factor correlate duration sars cov- protective antibody existence status
247,susceptibility severity coronavirus disease  covid- cause severe acute respiratory syndrome coronavirus  sars cov- associate hyperandrogenism obesity preexist pulmonary metabolic renal cardiac condition polycystic ovary syndrome pcos common endocrine disorder premenopausal woman associate obesity hyperandrogenism cardiometabolic dysregulation analyze cardiac renal circulatory urinary sars cov- viral entry protein ace tmprss tmprss furin cathepsin l adam androgen receptor ar expression peripubertal androgen exposure model pcos peripubertal female mouse treat dihydrotestosterone dht low lfd high hfd fat diet  day hfd exacerbate dht induce increase body weight fat mass cardiac renal hypertrophy heart dht upregulate ar protein lfd hfd ace hfd adam lfd kidney ar protein expression upregulate dht hfd ace adam upregulate dht diet renal tmprss furin cathepsin l upregulate dht differentially modulate diet dht upregulate urinary ace diet treatment modify serum ace renal ar mrna expression positively correlate ace tmprss furin cathepsin l adam finding suggest woman pcos population high risk covid associated cardiac renal complication furthermore study suggest weight loss lifestyle modification i.e. diet potentially mitigate covid associate deleterious cardiorenal outcome woman pcos
248,numerous concern physical mental health nurse covid- pandemic stress sleep deprivation anxiety depression potentiate nurse vulnerability poor eating habit aims objective purpose study explore difference nurse characteristic covid- facility designation sleep quality depression anxiety stress eat habit social bond quality life design cross sectional comparative study method online survey send corporation email nurse work hospital qatar september december designate covid- facility sleep quality depression eat habit social bond quality life measure insomnia severity index isi depression anxiety stress scale  dass- emotional eater questionnaire eeq oslo social support scale osss- world health organization quality life whoqol bref respectively result total  nurse participate study rr statistically significant association find designate facility covid- vs. covid- nurse characteristic isi category ci nurse work covid- facility increase odd have high eeq category time ci similarly statistically significant association find nurse characteristic osss- category hand statistically significant association find nurse characteristic qol domain gender social relationship domain conclusion overall quality life nurse qatar positive level assign covid- facility significant difference find regard sleep quality stress anxiety depression eat habit nurse covid- facility non covid- facility special intervention diminish stressor need implement maintain
249,objective compare demographic clinical characteristic severity patient infect different sars cov- variant phase covid- epidemic marseille method single centre retrospective cohort study conduct  patient infect sars cov- nextstrain clade b c phase february pangolin lineage b name marseille- b marseille- variant second phase june december b alpha b beta p. gamma a. marseille- variant phase january -today outcome occurrence clinical failure include hospitalisation transfer intensive care unit death result phase major difference observe regard age gender distribution prevalence chronic disease clinical symptom variant circulate give phase b b variant associate severe outcome infection occur second phase associate high rate death compare infection phase patient second phase likely hospitalise phase patient infect phase frequently obese conclusion large cohort study recommend evaluate transmissibility well characterise clinical severity emerge variant
250,purpose invasive pulmonary aspergillosis increasingly recognize covid- patient term covid associate pulmonary aspergillosis capa meta analysis aim assess clinical characteristic outcome patient diagnose capa compare capa method search pubmed cochrane library scopus web science database study publish january  august contain comparative datum patient diagnose capa capa result cohort study involve  critically ill covid- patient comparative datum include capa patient old mean age vs. year p underlying chronic obstructive pulmonary disease copd vs. .% p difference gender body mass index bmi comorbiditie diabetes cancer observe capa patient likely receive long term corticosteroid treatment vs. .% p capa patient great severity illness base sequential organ failure assessment sofa score high cause hospital mortality rate vs. .% p early icu admission illness onset mean vs. day p icu length stay los invasive mechanical ventilation imv duration requirement inotropic support renal replacement therapy comparable group conclusion capa patient typically old underlying copd receive long term corticosteroid treatment furthermore capa associate high sofa score mortality early onset icu admission illness onset
251,background acute respiratory viral infection result cardiovascular involvement patient have significantly high mortality rate cardiovascular involvement ongoing coronavirus disease  covid- pandemic important determine cardiovascular risk factor associate severity covid- method nationwide datum provide korea disease control prevention agency define patient have critical illness require invasive mechanical ventilation fatal illness die result total patient .% male critical illness rate male female .% fatality rate multivariable analysis show age /= year male sex diabetes mellitus hypertension heart failure chronic kidney disease cancer dementia independent risk factor critical illness risk scoring model show significance multiple risk factor patient risk factor old age /= year male sex hypertension diabetes mellitus  time high risk severe covid- risk factor confidence interval .- critical .- fatal illness conclusion study demonstrate cardiovascular risk factor significant risk factor severe covid- particular patient multiple cardiovascular risk factor likely progress severe covid- early appropriate treatment patient crucial
252,limited evidence clinical aspect sars cov- infection patient haematological cancer risk factor prognosis outcome patient haematological cancer coexistent covid- need explore different subset population single institutional prospective observational study conduct tertiary level medical institute north india clinical detail recruit patient have haematological malignancy diagnose covid-  march    prospectively collect electronic patient database system outcome respect -day -day mortality associated risk factor prognostication analyse  hospital admission inpatient day care study period patient .% diagnose covid- acute leukaemia common haematological malignancy see  patient eighty .% patient moderate severe covid-  .% patient present mild infection -day -day mortality rate cohort .% respectively risk factor associate poor outcome severity covid- hr ci p presence secondary infection hr ci p need invasive mechanical ventilation hr ci p prognostically significant multivariate log rank analysis risk sars cov- infection increase haematological malignancy outcome remain poor patient severe covid- requirement invasive mechanical ventilation pre existing bacterial fungal infection presentation
254,objective conduct present multicenter retrospective study assess epidemiological clinical laboratory radiological characteristic associate critical illness patient covid- egypt method present study multicenter retrospective study retrieve datum egyptian case confirm covid- admit hospital affiliate general organization teaching hospitals institutes gothi period march july diagnosis covid- base positive reverse transcription polymerase chain reaction rt pcr laboratory test result retrospective study include  covid- patient  .% critically ill approximately .% critical group age  year compare .% non critical group p multivariate analysis show factor predictor critically illness include age year ci p low oxygen saturation ci p low glasgow coma scale ci p diabetes ci p cancer ci p serum ferritin ci p conclusion present report demonstrate factor associate covid- critical illness include old age group fatigue elevated temperature increase pulse low oxygen saturation preexistence diabetes malignancy cardiovascular disease renal disease pulmonary disease elevated serum level alt ast ferritin associate bad outcome study require identify independent predictor mortality patient covid-
255,assess persistence severe acute respiratory syndrome coronavirus  sars cov- antibody produce natural infection describe serological characteristic  month symptom onset coronavirus disease  covid- patient age severity group follow covid- convalescent patient confirm  january  march  jiangsu china collect serum sample testing igm igg neutralize antibody sars cov-  august  october total  recover participant covid- enrol study patient mean age year standard deviation sd  .% male median follow time symptom onset interquartile range iqr  day follow period  day symptom onset seropositive rate igm fluctuate confidence interval ci .% igg fluctuate ci .% .%  patient  participant test discharge hospital compare acute phase igm igg antibody level igm seropositivity decrease seropositivity igg significantly low follow .% versus percent inhibitory dilution id titer neutralize antibody sample discharge hospital geometric mean titer gmt ci  significantly high   month discharge gmt ci  p  month symptom onset convalescent covid- patient continue high igg seropositive plasma sample decrease neutralizing activity importance long term characteristic anti sars cov- antibody covid- patient remain largely unclear track longevity antibody provide forward look reference monitor covid- conduct comprehensive assessment combine kinetic specific neutralize antibody  month age disease severity reveal influence factor protection period convalescent patient observe long term antibody level sars cov- compare antibody level time point symptom onset find convalescent covid- patient continue high igg seropositive rate plasma sample decrease neutralizing activity finding provide evidence support neutralize activity sars cov infected person monitor administration vaccine need
256,rituximab associate prolonged b cell depletion secondary hypogammaglobulinemia associate dampen humoral response increase infectious complication describe potential impact prior rituximab therapy clinical outcome sars cov- infection development covid- antibodies conduct retrospective study adult mount sinai health system diagnose covid- receive rituximab indication february  october patient baseline characteristic marker disease severity clinical outcome antibody development examine  patient include analysis .% require hospitalization covid- .% require icu admission .% die proximity rituximab infusion covid- diagnosis affect rate hospitalization admission intensive care unit death half .% antibody check develop neutralize anti spike protein antibody median time rituximab administration covid- diagnosis significantly different develop antibody p  patient document negative covid- antibody titer  survive sars cov- infection indicate development neutralize antibody necessary recovery covid-
257,outset covid- pandemic increase evidence suggest innate immune response play important role disease development dysregulated inflammatory state propose key driver clinical complication covid- potential detrimental role granulocyte comprehensive phenotypic description circulate granulocyte severe acute respiratory syndrome coronavirus  sars cov-)-infected patient lack study high dimensional flow cytometry granulocyte immunophenotype peripheral blood collect covid- patient acute convalescent phase severe covid- associate increase level mature immature neutrophil decrease count eosinophil basophils distinct immunotype evident covid- patient alter expression receptor involve activation adhesion migration granulocyte e.g. cdl cda b cd cd cxcr pair sample reveal recovery phenotypic restoration granulocytic signature convalescent phase identify granulocyte immunotype correlate distinct set soluble inflammatory marker support pathophysiologic relevance furthermore clinical feature include multiorgan dysfunction respiratory function predict combined laboratory measurement immunophenotype study provide comprehensive granulocyte characterization covid- reveal specific immunotype potential predictive value key clinical feature associate covid-
258,introduction aim describe extrapulmonary manifestation severe acute respiratory syndrome coronavirus- sars cov- infection include frequency onset respect respiratory symptom pathogenesis association disease severity method search medline embase database sars cov related study meta analysis observational study case series case report publish english chinese  january   include report paediatric obstetric case exclude result  article include early manifestation precede respiratory symptom day  onset include olfactory gustatory disturbance self report case respectively gastrointestinal symptom .% rash .% day  onwards hypercytokinaemia parallel multi organ complication include acute cardiac injury pool incidence .% patient severe disease .% mortality kidney liver injury respectively thrombocytopenia hypercoagulability result venous thromboembolic event patient uncommon disease presentation complication comprise guillain barre syndrome rhabdomyolysis otitis medium meningoencephalitis spontaneous pneumomediastinum conclusion systemic manifestation sars cov- infection variegated deeply interweave share mechanism phase extrapulmonary disease identify early phase possible gastrointestinal ocular cutaneous involvement b late phase characterise multiorgan dysfunction clinical deterioration clear multidisciplinary consensus define approach thromboinflammation cytokine release syndrome sars cov- need
259,introduction give ongoing coronavirus disease  covid- pandemic consequent global healthcare crisis urgent need well understand risk factor symptom deterioration mortality patient covid- systematic review aim meet need determine predictive value chronic disease covid- severity mortality method search pubmed embase web science cumulative index nursing allied health complete identify study publish december december seventeen observational study  country involve patient include assess risk bias include study perform cumulative meta analysis result find covid- patient hypertension common condition associate high severity intensive care unit icu admission acute respiratory distress syndrome mortality chronic obstructive pulmonary disease strong predictor covid- severity admission icu mortality asthma associate reduce risk covid- mortality patient obesity high risk experience severe symptom covid- mortality patient cerebrovascular disease chronic liver disease chronic renal disease cancer likely severe covid- case great probability mortality conclusion covid- patient chronic disease likely experience severe symptom icu admission face high risk mortality aggressive strategy combat covid- pandemic target patient chronic disease priority
260,background prediction severity covid- onset important provide adequate timely management reduce mortality objective study prognostic value damage parameter cytokine predictor severity covid- extensive immunologic profiling unbiased artificial intelligence method method hospitalize covid- patient moderate  severe  healthy control include study damage indicator high mobility group box  hmgb lactate dehydrogenase ldh aspartate aminotransferase ast alanine aminotransferase alt extensive biochemical analysis panel  cytokine chemokine analyze week   clinical complaint ct scan lung unbiased artificial intelligence ai method logistic regression support vector machine random forest algorithm apply investigate contribution parameter prediction severity disease result admission severely ill patient significantly high level ldh il- monokine induce gamma interferon mig d dimer fibrinogen glucose patient moderate disease level macrophage derive cytokine mdc low severely ill patient base artificial intelligence analysis parameter creatinine glucose monocyte number fibrinogen mdc mig c reactive protein crp il- identify predict accuracy patient develop severe disease conclusion study identify prognostic factor provide methodology make prediction covid- patient base widely accept biomarker measure conventional clinical laboratory worldwide
261,objective heightened inflammation dysregulated immunity thrombotic event characteristic hospitalize covid- patient give platelet key regulator thrombosis inflammation immunity represent prime candidate mediator covid associated pathogenesis objective study understand contribution severe acute respiratory syndrome coronavirus  sars cov- platelet phenotype phenotypic activation aggregation transcriptomic characterization approach result cohort  hospitalize covid- patient analyze blood platelet index collect hospital admission follow adjustment demographic clinical risk factor medication biomarker inflammation thrombosis find platelet count size immaturity associate increase critical illness cause mortality bone marrow lung tissue blood covid- patient reveal presence sars cov- virion megakaryocyte platelet characterization covid- platelet find hyperreactive increase aggregation expression p selectin cd distinct transcriptomic profile characteristic prothrombotic large immature platelet vitro mechanistic study highlight interaction sars cov- megakaryocyte alter platelet transcriptome effect distinct coronavirus responsible common cold cov oc conclusion platelet count size maturity associate increase critical illness cause mortality hospitalize covid- patient profile tissue blood covid- patient reveal sars cov- virion enter megakaryocyte platelet associate alteration platelet transcriptome activation profile
262,background report patient testicular adrenal rest tumors(tarts cause congenital adrenal hyperplasia(cah tart occur frequently cah population -hydroxylase deficiency(-ohd report tart beta hydroxysteroid dehydrogenase deficiency- beta hsd).furthermore gaint tart rarely mention report case involve affected sibling case presentation -year old male patient admit congenital adrenal hyperplasia progressively increase bilateral testicular masse patient eld brother perform mutational chromosome analysis biopsy hormonal anthropometric measurement perform endocrine treatment successfully perform surgery excise mmxmmxmm mmxmmxmm tumor pathology immunochemistry test prove tart patient sibling receive regular dose hydrocortisone fludrocortisone tumor size regress year irregular intake covid- pandemic endocrine treatment insensitive tumor size slowly increase gene analysis report novel mutation c. c t c. t a. c. c t father report c. t inherit mother find gene library relate tart conclusion case illustrate inadequate hormone therapy cause tumor enlargement essential seek ultrasound examination suspect scrotal mass occur necessary adjust endocrine medicine adopt surgery refractory gaint tart presence tunica vaginalis cavity indicate severity tart surgery
263,grow body evidence suggest vitamin d deficiency associate increase susceptibility viral bacterial respiratory infection study aim examine association vitamin d covid- risk outcome logistic regression identify association vitamin d variable covid- risk infection hospitalisation death participant uk biobank subsequently perform mendelian randomisation mr study look evidence causal effect total  covid- case death register march june find significant association covid- infection risk measure -ohd level adjust covariate finding limit fact vitamin d level measure average  year pandemic ambient uvb strongly inversely associate covid- hospitalization death overall consistently stratification bmi ethnicity observe interaction suggest great protective effect genetically predict vitamin d level ambient uvb radiation strong main mr analysis genetically predict vitamin d level causally associate covid- risk ci p mr sensitivity analysis indicate potential causal effect weighted mode mr ci p weighted median mr ci p analysis mr presso find outlier instrumental variable suggest potential causal effect ci p val conclusion effect vitamin d level risk severity covid- remain controversial study need validate vitamin d supplementation means protect worsen covid-
264,background tmprss protein involve severe acute respiratory syndrome cause coronavirus  sars cov- production regulate androgen receptor ar speculate androgen deprivation therapy adt protect patient affect prostate cancer pc sars cov- infection method retrospective study patient treat covid- institution previous diagnosis pc analyze influence exposure adt presence severe course covid- result total  patient treat center covid- bad course disease male high rate hospitalization intense care unit icu admission death  subject register pc database  adt   .% pc patient suffer covid-  .% belong adt group  .% non adt group influence adt course disease statistically significant difference find death rate .% vs. p presence severe covid- need intubation icu admission vs. .% p need corticoid treatment interferon beta tocilizumab vs. .% p multivariate analysis adjust clinically relevant comorbiditie find adt protective factor bad clinical evolution risk ratio rr confidence interval ci .- p death rr ci p conclusion study confirm covid- severe man use adt patient pc show prevent risk severe covid-
265,derail cytokine immune cell network account organ damage clinical severity covid- ref sars cov- like virus evoke cellular senescence primary stress response infected cell virus induce senescence vis indistinguishable form cellular senescence accompany senescence associate secretory phenotype sasp comprise pro inflammatory cytokine extracellular matrix active factor pro coagulatory mediators(- patient covid- display marker senescence airway mucosa situ increase serum level sasp factor vitro assay demonstrate macrophage activation sasp reminiscent secretion complement lysis sasp amplify secondary senescence endothelial cell mirror hallmark feature covid- macrophage neutrophil infiltration endothelial damage widespread thrombosis affected lung tissue supernatant vis cell include sars cov induce senescence induce neutrophil extracellular trap formation activation platelet clotting cascade senolytic navitoclax combination dasatinib plus quercetin selectively eliminate vis cell mitigate covid reminiscent lung disease reduce inflammation sars cov infected hamster mouse finding mark vis pathogenic trigger covid relate cytokine escalation organ damage suggest senolytic targeting virus infect cell treatment option sars cov- viral infection
266,introduction computed tomography ct chest screening test diagnosis infection new coronavirus fundamental role assess extent lung involvement complication pleural effusion consider high morbidity mortality elderly patient infection objective study evaluate imaging aspect clinical correlation extreme age /= year confirm diagnosis covid- method retrospective single center cohort study ct scan categorize qualitatively quantitatively case  descriptor describe ct finding compatible finding great specificity covid- opacity attenuation ground glass peripheral bilateral distribution rounded morphology consolidation crazy pavement aspect inverted halo sign organize pneumonia finding doubtful finding specific unusual covid- opacity attenuation ground glass nonrounded morphology central diffuse unilateral distribution consolidation lobar segmental consolidation ground glass opacity small centrilobular nodule appearance tree bud excavation pleural effusion thickening interlobular septum negative absence pneumonia sign quantitative assessment refer extent pulmonary involvement tomographic severity classification grade  lung involvement result total  patient evaluate average age year woman  man mean time interval onset symptom tomography day prevalent comorbidity systemic arterial hypertension .% compatible doubtful negative test  .%  .%  .% respectively compatible exam common finding opacity peripheral ground glass rounded morphology follow crazy paving prevalence pleural effusion consolidation finding influence duration symptom p p respectively exam classify grade grade grade   .%  .%  .% respectively statistically significant association classification tomographic severity outcome invasive ventilation p admission intensive care unit p /= year old present tomographic manifestation similar describe general population ground glass opacity crazy paving extent lung involvement associate need intensive care invasive ventilation death literature describe association stage disease appearance consolidation pleural effusion correlation observe study suggest age group predisposed appearance finding typically describe advanced stage infection
267,severe acute respiratory syndrome coronavirus  sars cov-)-induce covid- emerge define global health crisis current time datum world health organization show demographic variation covid- severity lethality diet play significant role provide beneficial host cell factor contribute immunity deadly sars cov- pathogenesis spice essential component diet possess anti inflammatory antioxidant antiviral property hyperinflammation aberrant systemic inflammation associate pneumonia acute respiratory failure multiorgan dysfunction major clinical outcome covid- know beneficial property spice hypothesize spice derive bioactive component modulate host immune response provide protective immunity covid- study emphasize biologically active component spice alleviate sustained pro inflammatory condition inhibit activity tumor necrosis factor alpha tnf alpha interleukin il il chemokine ccl know elevate covid- spice potentially prevent tissue damage induce oxidative stress pro inflammatory mediator sars cov- infection current study highlight effect spice antioxidant pathway mediate nrf nuclear factor erythroid -related factor hmox heme oxygenase restore oxidative homeostasis protect aberrant tissue damage take anti inflammatory antioxidant activity bioactive component spice hold promise target cellular pathway develop antiviral sars cov- pan beta coronaviruse
268,sars cov- coronavirus covid- cause massive global pandemic exhibit similar human cell invasion mechanism coronavirus sars cov significantly low fatality cell membrane protein angiotensin convert enzyme  ace initiation point coronavirus infection human model molecular interaction mechanical property ace sars cov covid- spike protein receptor bind domain rbd report covid- spike rbd interact ace strongly protein residue compare multi residue interaction sars cov. coronaviruse stiffen ace impact covid- time large point difference severity report respiratory distress recognition specific residue ace attachment coronaviruse important residue suggest potential site intervention inhibit attachment subsequent entry covid- human host cell
269,background coronavirus disease  covid- pandemic unprecedented catastrophic impact humanity continue progress addition typical respiratory symptom fever cough dyspnea large percentage covid- patient experience gastrointestinal gi complaint common symptom diarrhea nausea vomiting abdominal discomfort summary comprehensively summarize late knowledge adverse effect covid- therapeutic drug gi system related disease pathogenesis provide discussion focus management vaccination patient inflammatory bowel disease ibd gi cancer virus affect digestive system bind ace receptor subsequent gut microbiome dysbiosis variety molecular pathway mechanism numerous drug treatment covid- interfere gi function lead multiple clinical manifestation intensify risk severity gi symptom covid- infection nausea vomiting gastroparesis gastric ulcer key message monitor gi manifestation closely manage covid- patient timely measure reduce incidence sars cov- infection gi cancer patient ibd patient receive vaccination timely corticosteroid use minimize vaccinate simultaneously person ibd know suspect covid- immunosuppressive agent especially thiopurine avoid minimize possible
270,aim patient cancer increase risk severe coronavirus disease datum safety efficacy severe acute respiratory syndrome coronavirus- sars cov- vaccine essential conduct prospective study patient cancer vaccinate bntb monitor antibody response safety aim evaluate rate seropositivity define predictor non reactive immune response furthermore evaluate frequency severity adverse event method study include patient solid tumour undergo anticancer treatment immunocompetent health care worker serve control serum titre receptor bind domain rbd immunoglobulin g igg neutralise antibody measure week vaccine dose result analysis include  patient .% patient metastatic patient treat chemotherapy immunotherapy .% biological agent .% hormonal treatment .% radiotherapy .% give combination seropositivity rate patient cancer control .% versus p dose .% versus p second dose respectively median rbd igg titre low patient control p patient seronegative second dose significantly comorbiditie patient seropositivity .% vs .% respectively p conclusion adequate antibody response bntb vaccination achieve dose dose patient cancer vaccinate anticancer therapy
271,purpose covid- pandemic impose unique challenge oncology patient outcome datum covid- patient cancer indian subcontinent scarce literature aim evaluate outcome patient covid- active systemic anticancer therapy material method retrospective study patient solid organ malignancy undergo systemic therapy diagnosis covid- march  february covid- diagnose reverse transcriptase polymerase chain reaction assay oropharyngeal nasopharyngeal swab positive severe acute respiratory syndrome coronavirus objective evaluate outcome covid- factor predict outcome result total  patient include median age  year range year treatment curative  patient symptomatic case n  mild  moderate  severe covid related symptom criteria patient require hospitalization median duration hospital stay  day range day patient require intensive care unit admission rest treat home isolation require hospitalization patient die risk death significantly associate severity symptom odd ratio ci p clinical factor drug holiday give  patient median duration  day range day median duration reverse transcriptase polymerase chain reaction negative  day range day conclusion covd relate death rate patient solid organ malignancy severity symptom relate mortality majority patient mild symptom treat home isolation
272,current spread coronavirus sars cov- highly infectious pathogenic study screen gene expression host receptor ace dc sign l sign sars coronaviruse dendritic cell dcs status bulk single cell transcriptomic dataset upper airway lung blood covid- patient healthy control covid- patient dc sign gene expression interestingly decrease lung dc increase blood dcs dcs conventional dcs cdcs deplete plasmacytoid dcs pdcs augment lung mild covid- severe case identify augment type immature dcs cd(+ anxa(+ dcs mhcii downregulation study observation indicate dc severe case stimulate innate immune response fail specifically present sars cov- provide insight profound modulation dc function severe covid-
273,contact nature promote physical mental health increasingly cancer patient covid- pandemic create new challenge access nature public space cancer care purpose study evaluate change active passive use nature place engage nature association nature contact respect improvement perceive stress symptom experience breast cancer patient pandemic conduct cross sectional survey people diagnose breast cancer researchmatch n july  wave covid- base predominantly white affluent highly educated female sample find average participant diagnose breast cancer  year old stage  eighteen percent participant experience disruption cancer care pandemic expect activity public place significantly decrease include use park trail botanical garden contrast spend time near home porch backyard significantly increase observe significant increase indoor activity involve passive nature contact watch bird window listen birdsong smell rain plant decrease usage park trail significantly associate high stress coef p increase usage backyard porch significantly associate low stress coef p low symptom distress coef p low symptom severity coef p commonly report alternative outdoor engagement nature watch nature window follow look image nature listen nature window commonly enjoy alternative virtual reality nature scene outdoor contact nature away home decrease participant find way experience restorative benefit nature home special interest planning intervention fact actual real nature prefer experience technology artifact sample represent desire touch real world health crisis nature contact represent flexible strategy decrease stress improve symptom experience patient cancer particularly public health crisis disruption cancer care
274,purpose analyze emergency department ed computerized tomography ct utilization cancer patient coronavirus disease  covid- method retrospective chart review perform identify cancer patient receive covid- diagnosis single healthcare system present ed  day covid- positive date  december result  patient mean age year old patient n active cancer therapy n surveillance patient n receive covid- diagnosis ed  patient diagnose prior initial ed visit common ct study order ed ct chest n ct abdomen pelvis p n ct head n ct chest abdomen pelvis c p n covid- finding present  scan finding worsen malignancy  scan non covid non cancer finding  scan significant difference ct severity score p indication hospitalization p length hospitalization p intervention remdesivir mechanical ventilation vasopressor support hospitalize p mortality p find prior diagnosis ed diagnosis group difference find active treatment surveillance group conclusion ed ct imaging finding patient cancer covid- predominantly relate covid- infection cancer history anti cancer therapy status
275,background prediction mortality patient coronavirus disease  covid- key improve clinical outcome consider covid- pandemic lead collapse healthcare system region worldwide study aim identify factor associate covid- mortality develop nomogram predict mortality clinical parameter underlying disease method study perform patient confirmed covid- february  april  south korea cox proportional hazard model logistic regression model construct nomogram predict -day -day survival probability overall mortality respectively train set calibration discrimination perform validate nomograms test set result age  year male presence fever dyspnea time covid- diagnosis diabetes mellitus cancer dementia underling disease significantly relate -day -day survival mortality covid- patient nomogram show good calibration survival probability mortality train set area curve aucs -day -day survival respectively auc mortality test set auc -day -day survival respectively mortality online calculator find  conclusion prediction model accurately predict covid relate mortality helpful identify risk mortality establish medical policy pandemic improve clinical outcome
276,correlation severe acute respiratory syndrome coronavirus- sars cov- viral load risk disease severity cancer patient poorly understand give fact cancer patient increase risk severe coronavirus disease  covid- analysis viral load disease outcome covid infect cancer patient need measure sars cov- viral load qpcr cycle threshold ct value collect  noncancer  cancer patient nasopharyngeal swab sample admit hospital result show hospital mortality high viral load cancer patient .% .% medium viral load .% low viral load patient p hand mortality rate noncancer patient low patient high viral load patient medium viral load patient low viral load p addition patient lung hematologic cancer show high possibility severe event proportion high viral load high attributable mortality severity directly proportional high viral load particularly patient receive anticancer treatment importantly find incubation period serial interval time short cancer patient compare noncancer case report suggest high sars cov- viral load play significant role overall mortality severity covid positive cancer patient warrant study explore disease pathogenesis use prognostic tool
277,well understanding metabolic alteration immune cell severe acute respiratory syndrome coronavirus  sars cov- infection elucidate wide diversity clinical symptom experience individual coronavirus disease  covid- report metabolic change associate peripheral immune response  individual covid- integrate analysis plasma metabolite protein level single cell multiomics analysis serial blood draw collect week clinical diagnosis document emergence rare metabolically dominant t cell subpopulation find increase disease severity correlate bifurcation monocyte metabolically distinct subset integrate analysis reveal robust interplay plasma metabolite cell type specific metabolic reprogramming network associate disease severity predict survival
